0333298F;Université de Bordeaux;;Université;Public;;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux;33063;Bordeaux;Bordeaux;Gironde;Bordeaux;Nouvelle-Aquitaine;35 PLACE PEY BERLAND;33000;BORDEAUX;France;;44347;45712;46668;46459;46382;48143
0772502B;Université Paris-Est Marne-la-Vallée;UPEM;Université;Public;;Île-de-France>Créteil>Seine-et-Marne>Champs-sur-Marne;77083;Champs-sur-Marne;Paris;Seine-et-Marne;Créteil;Île-de-France;5 BOULEVARD DESCARTES;77454;MARNE LA VALLEE CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);10522;10691;10479;10639;10556;11228
0870669E;Université de Limoges;;Université;Public;;Nouvelle-Aquitaine>Limoges>Haute-Vienne>Limoges;87085;Limoges;Limoges;Haute-Vienne;Limoges;Nouvelle-Aquitaine;33 RUE FRANCOIS MITTERAND;87032;LIMOGES CEDEX 01;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);14274;14199;14568;14796;14950;15034
0761904G;Université de Rouen;;Université;Public;;Normandie>Rouen>Seine-Maritime>Mont-Saint-Aignan;76451;Mont-Saint-Aignan;Rouen;Seine-Maritime;Rouen;Normandie;1 RUE THOMAS BECKET;76821;MONT ST AIGNAN CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);23942;24145;25180;25450;25304;26682
0921204J;Université Paris Nanterre;;Université;Public;;Île-de-France>Versailles>Hauts-de-Seine>Nanterre;92050;Nanterre;Paris;Hauts-de-Seine;Versailles;Île-de-France;200 AVENUE DE LA REPUBLIQUE;92001;NANTERRE CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);29866;31807;31928;32381;31459;31606
0781944P;Université de Versailles Saint-Quentin-en-Yvelines;;Université;Public;;Île-de-France>Versailles>Yvelines>Versailles;78646;Versailles;Paris;Yvelines;Versailles;Île-de-France;55 AVENUE DE PARIS;78035;VERSAILLES CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);15142;15420;16126;16925;15799;15661
0772551E;École d'architecture de la ville et des territoires à Marne-la-Vallée;ENSA VT;Établissement supérieur d'architecture;Public;;Île-de-France>Créteil>Seine-et-Marne>Champs-sur-Marne;77083;Champs-sur-Marne;Paris;Seine-et-Marne;Créteil;Île-de-France;10  AVENUE BLAISE PASCAL;77420;CHAMPS SUR MARNE;France;;0;0;0;0;0;0
0760168V;École de management de Normandie;EM Normandie;Autre établissement;Privé;;Normandie>Rouen>Seine-Maritime>Le Havre;76351;Le Havre;Le Havre;Seine-Maritime;Rouen;Normandie;30 RUE DE RICHELIEU;76087;LE HAVRE CEDEX;France;;1846;2115;2213;2428;2587;2438
0941954N;École supérieure d'ingénieurs des travaux de la construction de Cachan;ESITC;École d'ingénieurs;Privé;;Île-de-France>Créteil>Val-de-Marne>Cachan;94016;Cachan;Paris;Val-de-Marne;Créteil;Île-de-France;28 AVENUE DU PRESIDENT WILSON;94234;CACHAN CEDEX;France;;249;255;259;291;311;321
0941934S;École d'ingénieur généraliste en informatique et technologies du numérique;EFREI;École d'ingénieurs;Privé;;Île-de-France>Créteil>Val-de-Marne>Villejuif;94076;Villejuif;Paris;Val-de-Marne;Créteil;Île-de-France;30  AVENUE DE LA REPUBLIQUE;94800;VILLEJUIF;France;;1169;1289;1206;1122;1084;1144
0831458J;Institut supérieur de l'électronique et du numérique;Yncréa Méditerranée;École d'ingénieurs;Privé;;Provence-Alpes-Côte d'Azur>Nice>Var>Toulon;83137;Toulon;Toulon;Var;Nice;Provence-Alpes-Côte d'Azur;Place GEORGES POMPIDOU;83000;TOULON;France;;276;278;314;371;419;477
0490076S;École supérieure des sciences commerciales d'Angers;ESSCA;Autre établissement;Privé;;Pays de la Loire>Maine-et-Loire>Angers;49007;Angers;Angers;Maine-et-Loire;Nantes;Pays de la Loire;1 RUE LAKANAL;49003;ANGERS CEDEX 01;France;;2219;2285;2369;2502;2650;2886
0593559Y;Université Lille 1 - Sciences technologies;;Université;Public;;Hauts-de-France>Lille>Nord>Villeneuve-d'Ascq;59009;Villeneuve-d'Ascq;Lille;Nord;Lille;Hauts-de-France;CITE SCIENTIFIQUE;59655;VILLENEUVE D'ASCQ CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);19191;19397;19775;20125;19380;21087
0593279U;Université de Valenciennes et du Hainaut-Cambrésis;;Université;Public;;Hauts-de-France>Lille>Nord>Aulnoy-lez-Valenciennes;59032;Aulnoy-lez-Valenciennes;Valenciennes;Nord;Lille;Hauts-de-France;;59300;AULNOY LEZ VALENCIENNES;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);10186;10051;10110;10243;10369;10849
0632033T;SIGMA Clermont;SIGMA;École d'ingénieurs;Public;;Auvergne-Rhône-Alpes>Clermont-Ferrand>Puy-de-Dôme>Aubière;63014;Aubière;Clermont-Ferrand;Puy-de-Dôme;Clermont-Ferrand;Auvergne-Rhône-Alpes;27 RUE DE ROCHE GENES;63178;AUBIERE CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);921;921;974;984;961;944
0590343C;Groupe Institut supérieur d'agriculture de Lille;Isa;École d'ingénieurs;Privé;;Hauts-de-France>Lille>Nord>Lille;59350;Lille;Lille;Nord;Lille;Hauts-de-France;48 BOULEVARD VAUBAN;59046;LILLE CEDEX;France;;689;738;966;1044;1070;1084
0492246A;École supérieure angevine en informatique et productique;ESAIP;École d'ingénieurs;Privé;;Pays de la Loire>Maine-et-Loire>Saint-Barthélemy-d'Anjou;49267;Saint-Barthélemy-d'Anjou;Angers;Maine-et-Loire;Nantes;Pays de la Loire;18 RUE DU 8 MAI 1945;49180;ST BARTHELEMY D ANJOU CEDE;France;;335;389;412;419;456;471
0490811R;Facultés libres de l'Ouest;FLO;Établissement privé d'enseignement universitaire;Privé;;Pays de la Loire>Maine-et-Loire>Angers;49007;Angers;Angers;Maine-et-Loire;Nantes;Pays de la Loire;3  PLACE ANDRE LEROY;49008;ANGERS CEDEX 01;France;;7318;7670;7842;7641;7601;8295
0490075R;École supérieure d'électronique de l'Ouest;ESEO;École d'ingénieurs;Privé;;Pays de la Loire>Maine-et-Loire>Angers;49007;Angers;Angers;Maine-et-Loire;Nantes;Pays de la Loire;10 BOULEVARD JEANNETEAU;49107;ANGERS CEDEX 02;France;;941;992;977;1033;1097;1209
0596870X;Université Lille Nord de France;;Communauté d'universités et établissements;Public;;Hauts-de-France>Lille>Nord>Villeneuve-d'Ascq;59009;Villeneuve-d'Ascq;Lille;Nord;Lille;Hauts-de-France;365 BIS RUE JULES GUESDE;59658;VILLENEUVE D ASCQ CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);0;0;0;0;0;0
0692353H;Institut supérieur d’agriculture Rhône-Alpes;Isara-Lyon;École d'ingénieurs;Privé;;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon 7e;69387;Lyon 7e;Lyon;Rhône;Lyon;Auvergne-Rhône-Alpes;23 RUE JEAN BALDASSINI;69364;LYON CEDEX 07;France;;0;0;0;0;0;0
0753478Y;École nationale des Chartes;ENC;Grand établissement;Public;;Île-de-France>Paris>Paris>Paris 2e;75102;Paris 2e;Paris;Paris;Paris;Île-de-France;65 RUE DE RICHELIEU;75002;PARIS;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);122;135;131;125;114;146
0760165S;Institut national des sciences appliquées de Rouen;INSA Rouen;Instituts et écoles extérieurs aux universités;Public;;Normandie>Rouen>Seine-Maritime>Saint-Étienne-du-Rouvray;76575;Saint-Étienne-du-Rouvray;Rouen;Seine-Maritime;Rouen;Normandie;AVENUE DE L'UNIVERSITE;76801;ST ETIENNE ROUVRAY CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);1673;1689;1693;1746;1760;1775
0753496T;Observatoire de Paris;;Grand établissement;Public;;Île-de-France>Paris>Paris>Paris 14e;75114;Paris 14e;Paris;Paris;Paris;Île-de-France;61 AVENUE DE L'OBSERVATOIRE;75014;PARIS;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);93;95;103;96;102;92
0755574B;Sorbonne Universités;;Communauté d'universités et établissements;Public;;Île-de-France>Paris>Paris>Paris 5e;75105;Paris 5e;Paris;Paris;Paris;Île-de-France;26, RUE DES FOSSÉS SAINT-JACQUES;75005;PARIS;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);0;0;0;0;0;0
0753428U;Institut de physique du globe;IPG;Grand établissement;Public;;Île-de-France>Paris>Paris>Paris 5e;75105;Paris 5e;Paris;Paris;Paris;Île-de-France;4 PLACE JUSSIEU;75252;PARIS CEDEX 05;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);131;88;86;83;82;78
0755661W;Institut Mines-Télécom;IMT;Grand établissement relevant d'un autre département ministériel;Public;;Île-de-France>Paris>Paris>Paris 13e;75113;Paris 13e;Paris;Paris;Paris;Île-de-France;46 RUE BARRAULT;75634;PARIS CEDEX 13;France;Recherche et enseignement supérieur en matière économique et industrielle;0;0;0;0;0;0
0755373H;Institut catholique d'arts et métiers;ICAM;École d'ingénieurs;Privé;;Île-de-France>Paris>Paris>Paris 8e;75108;Paris 8e;Paris;Paris;Paris;Île-de-France;35 RUE DE LA BIENFAISANCE;75008;PARIS;France;;0;0;0;0;0;0
0755754X;Groupe des écoles nationales d'économie et statistique;GENES;Grand établissement relevant d'un autre département ministériel;Public;;Île-de-France>Paris>Paris>Paris 14e;75114;Paris 14e;Paris;Paris;Paris;Île-de-France;18, Boulevard Adolphe Pinard;75574;PARIS Cedex 14;France;Recherche et enseignement supérieur en matière économique et industrielle;0;0;0;0;0;0
0755698L;Université Paris Lumières;;Communauté d'universités et établissements;Public;;Île-de-France>Paris>Paris>Paris 4e;75104;Paris 4e;Paris;Paris;Paris;Île-de-France;57 RUE DES FRANCS-BOURGEOIS;75004;PARIS;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);0;0;0;0;0;0
0753605L;Institut protestant de théologie;IPT;Établissement privé d'enseignement universitaire;Privé;;Île-de-France>Paris>Paris>Paris 14e;75114;Paris 14e;Paris;Paris;Paris;Île-de-France;83 BOULEVARD ARAGO;75014;PARIS;France;;0;0;0;0;0;0
0350936C;Université de Rennes 1;;Université;Public;;Bretagne>Ille-et-Vilaine>Rennes;35238;Rennes;Rennes;Ille-et-Vilaine;Rennes;Bretagne;2 RUE DU THABOR;35065;RENNES CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);25132;25892;25576;25662;25803;27082
0171463Y;Université de La Rochelle;;Université;Public;;Nouvelle-Aquitaine>Poitiers>Charente-Maritime>La Rochelle;17300;La Rochelle;La Rochelle;Charente-Maritime;Poitiers;Nouvelle-Aquitaine;23 AVENUE ALBERT EINSTEIN;17071;LA ROCHELLE CEDEX 9;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);7367;7528;7344;7331;7382;7875
0251215K;Université de Franche-Comté;UFC;Université;Public;;Bourgogne-Franche-Comté>Besançon>Doubs>Besançon;25056;Besançon;Besançon;Doubs;Besançon;Bourgogne-Franche-Comté;1 RUE GOUDIMEL;25030;BESANCON CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);19578;19629;19627;19641;19654;20314
0350097R;Institut national des sciences appliquées de Rennes;INSA Rennes;Instituts et écoles extérieurs aux universités;Public;;Bretagne>Ille-et-Vilaine>Rennes;35238;Rennes;Rennes;Ille-et-Vilaine;Rennes;Bretagne;20 AVENUE DES BUTTES DE COESMES;35708;RENNES CEDEX 7;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);1656;1699;1748;1746;1799;1795
0340112M;École nationale supérieure de chimie de Montpellier;ENS Chimie Montpellier;Écoles nationales supérieures d'ingénieurs;Public;Université de Montpellier;Occitanie>Montpellier>Hérault>Montpellier;34172;Montpellier;Montpellier;Hérault;Montpellier;Occitanie;8 RUE DE L'ECOLE NORMALE;34296;MONTPELLIER CEDEX 5;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);432;422;440;439;440;463
0312758E;Université fédérale de Toulouse Midi-Pyrénées;;Communauté d'universités et établissements;Public;;Occitanie>Toulouse>Haute-Garonne>Toulouse;31555;Toulouse;Toulouse;Haute-Garonne;Toulouse;Occitanie;41 ALLÉES JULES GUESDE;31013;TOULOUSE CEDEX 6;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);0;0;0;0;0;0
0420093Y;École nationale d'ingénieurs de Saint-Étienne;ENISE;Instituts et écoles extérieurs aux universités;Public;;Auvergne-Rhône-Alpes>Lyon>Loire>Saint-Étienne;42218;Saint-Étienne;Saint-Étienne;Loire;Lyon;Auvergne-Rhône-Alpes;58 RUE JEAN PAROT;42023;ST ETIENNE CEDEX 2;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);779;816;833;853;895;939
0340137P;Montpellier Business School;;École de commerce et de management;Privé;;Occitanie>Montpellier>Hérault>Montpellier;34172;Montpellier;Montpellier;Hérault;Montpellier;Occitanie;2300 AVENUE DES MOULINS;34185;MONTPELLIER CEDEX 4;France;;0;0;0;0;0;0
0171427J;Groupe Sup de Co La Rochelle;;École de commerce et de management;Privé;;Nouvelle-Aquitaine>Poitiers>Charente-Maritime>La Rochelle;17300;La Rochelle;La Rochelle;Charente-Maritime;Poitiers;Nouvelle-Aquitaine;102 RUE DES COUREILLES;17000;LA ROCHELLE;France;;0;0;0;0;0;0
0951214D;École supérieure des sciences économiques et commerciales;Essec;Autre établissement;Privé;;Île-de-France>Versailles>Val-d'Oise>Cergy;95127;Cergy;Paris;Val-d'Oise;Versailles;Île-de-France;AVENUE BERNARD HIRSCH;95021;CERGY PONTOISE CEDEX;France;;4257;4220;4400;4369;4618;4868
0951376E;École nationale supérieure de l'électronique et de ses applications de Cergy;ENSEA;Écoles habilitées à délivrer un diplôme d'ingénieur;Public;;Île-de-France>Versailles>Val-d'Oise>Cergy;95127;Cergy;Paris;Val-d'Oise;Versailles;Île-de-France;6 AVENUE DU PONCEAU;95014;CERGY PONTOISE CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);798;821;809;826;837;861
1340004B;Casa de Velázquez de Madrid;;École française à l'étranger;Public;;Étranger>Madrid;99134;Madrid;Madrid;Étranger;Étranger;Étranger;CIUDAD UNIVERSITARIA;;28040 MADRID;Espagne;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);0;0;0;0;0;0
5555555E;Centre-Val de Loire;;Communauté d'universités et établissements;Public;;Centre-Val de Loire>Loiret>Orléans;45234;Orléans;Orléans;Loiret;Orléans-Tours;Centre-Val de Loire;1 rue Dupanloup;45000;ORLEANS;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);0;0;0;0;0;0
0311381H;Institut national polytechnique de Toulouse;INPT;Institut national polytechnique;Public;;Occitanie>Toulouse>Haute-Garonne>Toulouse;31555;Toulouse;Toulouse;Haute-Garonne;Toulouse;Occitanie;6 ALLEE EMILE MONSO;31029;TOULOUSE CEDEX 04;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);3498;3559;3530;3617;3653;3681
0290346U;Université de Bretagne Occidentale;UBO;Université;Public;;Bretagne>Finistère>Brest;29019;Brest;Brest;Finistère;Rennes;Bretagne;3 RUE DES ARCHIVES;29238;BREST CEDEX 3;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);17059;16683;17174;17383;17797;19103
0311383K;Université Toulouse - Jean Jaurès;;Université;Public;;Occitanie>Toulouse>Haute-Garonne>Toulouse;31555;Toulouse;Toulouse;Haute-Garonne;Toulouse;Occitanie;5 ALLEES ANTONIO MACHADO;31058;TOULOUSE CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);21824;22259;22971;23708;24022;24417
0290119X;École nationale d'ingénieurs de Brest;ENIB;Écoles nationales supérieures d'ingénieurs;Public;Université de Bretagne Occidentale;Bretagne>Finistère>Brest;29019;Brest;Brest;Finistère;Rennes;Bretagne;;29238;BREST CEDEX 2;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);667;676;651;663;638;628
0310133B;Institut d'études politiques de Toulouse;IEP de Toulouse;Institut d'étude politique;Public;Université Toulouse 1 - Capitole;Occitanie>Toulouse>Haute-Garonne>Toulouse;31555;Toulouse;Toulouse;Haute-Garonne;Toulouse;Occitanie;2 TER RUE DES PUITS CREUSES;31042;TOULOUSE CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);0;0;0;0;0;0
0341089Z;Université Montpellier 3 - Paul-Valéry;UPV;Université;Public;;Occitanie>Montpellier>Hérault>Montpellier;34172;Montpellier;Montpellier;Hérault;Montpellier;Occitanie;ROUTE DE MENDE;34199;MONTPELLIER CEDEX 5;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);17079;18072;18687;19311;18369;19269
0333178A;Communauté d'universités et établissements d'Aquitaine;;Communauté d'universités et établissements;Public;;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux;33063;Bordeaux;Bordeaux;Gironde;Bordeaux;Nouvelle-Aquitaine;166 COURS DE L ARGONNE;33000;BORDEAUX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);0;0;0;0;0;0
0342255S;Languedoc-Roussillon Universités;;Communauté d'universités et établissements;Public;;Occitanie>Montpellier>Hérault>Montpellier;34172;Montpellier;Montpellier;Hérault;Montpellier;Occitanie;163 RUE AUGUSTE BROUSSONNET;34197;MONTPELLIER CEDEX 5;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);0;0;0;0;0;0
0310154Z;École d'ingénieurs de Purpan;;École d'ingénieurs;Privé;;Occitanie>Toulouse>Haute-Garonne>Toulouse;31555;Toulouse;Toulouse;Haute-Garonne;Toulouse;Occitanie;75 VOIE DU TOEC;31076;TOULOUSE CEDEX 3;France;;0;0;0;0;0;0
0292125C;Institut supérieur de l'électronique et du numérique de Brest;Yncréa Ouest;École d'ingénieurs;Privé;;Bretagne>Finistère>Brest;29019;Brest;Brest;Finistère;Rennes;Bretagne;20 RUE CUIRASSE BRETAGNE;29228;BREST CEDEX 2;France;;287;303;373;397;396;412
0601223D;Université de technologie de Compiègne;UTC;Instituts et écoles extérieurs aux universités;Public;;Hauts-de-France>Amiens>Oise>Compiègne;60159;Compiègne;Compiègne;Oise;Amiens;Hauts-de-France;RUE ROGER COUTTOLENC;60206;COMPIEGNE CEDEX;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);3799;3955;4050;4053;3974;3940
0692437Z;Université Jean Moulin - Lyon 3;;Université;Public;;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon 7e;69387;Lyon 7e;Lyon;Rhône;Lyon;Auvergne-Rhône-Alpes;1 RUE DE L'UNIVERSITE;69239;LYON CEDEX 02;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);23138;24189;25239;25922;25828;27011
0590350K;École des hautes études commerciales du nord;Edhec;Autre établissement;Privé;;Hauts-de-France>Lille>Nord>Roubaix;59512;Roubaix;Lille;Nord;Lille;Hauts-de-France;24 AVENUE GUSTAVE DELORY;59057;ROUBAIX CEDEX 1;France;;4941;5321;5718;5671;5782;6380
0750252S;Institut supérieur du commerce de Paris;ISC Paris Business School;École de commerce et de management;Privé;;Île-de-France>Paris>Paris>Paris 17e;75117;Paris 17e;Paris;Paris;Paris;Île-de-France;22  BOULEVARD DU FORT DE VAUX;75848;PARIS CEDEX 17;France;;1810;1774;2044;1803;1483;1570
0693364G;Institut textile et chimique;ITECH;École d'ingénieurs;Privé;;Auvergne-Rhône-Alpes>Lyon>Rhône>Écully;69081;Écully;Lyon;Rhône;Lyon;Auvergne-Rhône-Alpes;87 CHEMIN DES MOUILLES;69134;ECULLY CEDEX;France;;339;356;398;428;458;444
0751871B;École nationale supérieure d'architecture de Paris-Malaquais;ENSAPB;Établissement supérieur d'architecture;Public;;Île-de-France>Paris>Paris>Paris 6e;75106;Paris 6e;Paris;Paris;Paris;Île-de-France;14  RUE BONAPARTE;75006;PARIS;France;;0;0;0;0;0;0
0752792C;IPAG Business School;;École de commerce et de management;Privé;;Île-de-France>Paris>Paris>Paris 6e;75106;Paris 6e;Paris;Paris;Paris;Île-de-France;184 BOULEVARD ST GERMAIN;75006;PARIS;France;;0;0;0;0;0;0
0673048Z;Haute École des arts du Rhin;HEAR;Autre établissement;Public;;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;67482;Strasbourg;Strasbourg;Bas-Rhin;Strasbourg;Grand Est;1  RUE DE L'ACADEMIE;67082;STRASBOURG CEDEX;France;;0;0;0;0;0;0
0593207R;École supérieure de journalisme de Lille;ESJ;Autre établissement;Privé;;Hauts-de-France>Lille>Nord>Lille;59350;Lille;Lille;Nord;Lille;Hauts-de-France;50 RUE GAUTHIER DE CHATILLON;59046;LILLE CEDEX;France;;0;0;0;0;0;0
0381912X;Grenoble INP;;Grand établissement;Public;;Auvergne-Rhône-Alpes>Grenoble>Isère>Grenoble;38185;Grenoble;Grenoble;Isère;Grenoble;Auvergne-Rhône-Alpes;46 AVENUE FELIX VIALLET;38031;GRENOBLE CEDEX 1;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);4360;4489;4439;4691;4759;4976
0383493R;Université de Grenoble Alpes;UGA;Université;Public;;Auvergne-Rhône-Alpes>Grenoble>Isère>Saint-Martin-d'Hères;38421;Saint-Martin-d'Hères;Grenoble;Isère;Grenoble;Auvergne-Rhône-Alpes;621 AVENUE CENTRALE;38041;GRENOBLE CEDEX 9;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);38839;38167;38248;38934;39689;41176
0370800U;Université François-Rabelais;;Université;Public;;Centre-Val de Loire>Indre-et-Loire>Tours;37261;Tours;Tours;Indre-et-Loire;Orléans-Tours;Centre-Val de Loire;60 RUE RUE DU PLAT D'ETAIN;37000;TOURS;France;Formations supérieures et recherche universitaire (Recherche et enseignement supérieur);21855;22549;23075;22916;23495;24067
